Ecoregion,Annual_EU,Permanent_EU,Pasture_EU,Urban_EU,Annual_RoW,Permanent_RoW,Pasture_RoW,Urban_RoW,For_ClearCut_EU,For_ClearCut_im,For_ClearCut_ex,For_Retention_EU,For_PlantationFuel_im,For_TimberPlant_EU,For_TimberPlant_ex,For_TimberPlant_im,For_SelectionSystem_EU,For_SelectionSystem_im,For_SelectionSystem_ex,For_Selective_im,EP_EU,EP_conv_EU,EP_RoW,EP_conv_im,Afforested_EU,Afforested_RoW,Regrowth,ForOther_Extensive_EU,ForOther_Extensive_RoW,ForOther_Intensive_EU,ForOther_Intensive_RoW
PA0511,1.29E-13,9.25E-14,4.78E-14,1.49E-13,1.29E-13,9.25E-14,4.78E-14,1.49E-13,5.47E-14,5.47E-14,5.47E-14,2.39E-14,5.47E-14,5.47E-14,5.47E-14,5.47E-14,2.39E-14,2.39E-14,2.39E-14,2.39E-14,9.25E-14,9.25E-14,5.47E-14,5.47E-14,0.00E+00,0.00E+00,0.00E+00,2.39E-14,2.39E-14,5.47E-14,5.47E-14
PA0512,7.00E-15,4.83E-15,4.67E-15,NA,7.00E-15,4.83E-15,4.67E-15,NA,1.92E-15,1.92E-15,1.92E-15,5.31E-16,1.92E-15,1.92E-15,1.92E-15,1.92E-15,5.31E-16,5.31E-16,5.31E-16,5.31E-16,4.83E-15,4.83E-15,1.92E-15,1.92E-15,0.00E+00,0.00E+00,0.00E+00,5.31E-16,5.31E-16,1.92E-15,1.92E-15
PA0513,1.26E-13,9.81E-14,7.18E-14,1.57E-13,1.26E-13,9.81E-14,7.18E-14,1.57E-13,4.66E-14,4.66E-14,4.66E-14,1.68E-14,4.66E-14,4.66E-14,4.66E-14,4.66E-14,1.68E-14,1.68E-14,1.68E-14,1.68E-14,9.81E-14,9.81E-14,4.66E-14,4.66E-14,0.00E+00,0.00E+00,0.00E+00,1.68E-14,1.68E-14,4.66E-14,4.66E-14
PA0514,2.71E-13,2.03E-13,1.54E-13,NA,2.71E-13,2.03E-13,1.54E-13,NA,1.15E-13,1.15E-13,1.15E-13,3.41E-14,1.15E-13,1.15E-13,1.15E-13,1.15E-13,3.41E-14,3.41E-14,3.41E-14,3.41E-14,2.03E-13,2.03E-13,1.15E-13,1.15E-13,0.00E+00,0.00E+00,0.00E+00,3.41E-14,3.41E-14,1.15E-13,1.15E-13
PA0515,4.00E-14,2.86E-14,2.06E-14,4.28E-14,4.00E-14,2.86E-14,2.06E-14,4.28E-14,1.31E-14,1.31E-14,1.31E-14,5.57E-15,1.31E-14,1.31E-14,1.31E-14,1.31E-14,5.57E-15,5.57E-15,5.57E-15,5.57E-15,2.86E-14,2.86E-14,1.31E-14,1.31E-14,0.00E+00,0.00E+00,0.00E+00,5.57E-15,5.57E-15,1.31E-14,1.31E-14
PA0516,5.05E-13,3.51E-13,3.41E-13,6.01E-13,5.05E-13,3.51E-13,3.41E-13,6.01E-13,1.35E-13,1.35E-13,1.35E-13,2.51E-14,1.35E-13,1.35E-13,1.35E-13,1.35E-13,2.51E-14,2.51E-14,2.51E-14,2.51E-14,3.51E-13,3.51E-13,1.35E-13,1.35E-13,0.00E+00,0.00E+00,0.00E+00,2.51E-14,2.51E-14,1.35E-13,1.35E-13
PA0517,2.82E-14,1.83E-14,2.70E-14,6.00E-14,2.82E-14,1.83E-14,2.70E-14,6.00E-14,8.35E-15,8.35E-15,8.35E-15,3.26E-15,8.35E-15,8.35E-15,8.35E-15,8.35E-15,3.26E-15,3.26E-15,3.26E-15,3.26E-15,1.83E-14,1.83E-14,8.35E-15,8.35E-15,0.00E+00,0.00E+00,0.00E+00,3.26E-15,3.26E-15,8.35E-15,8.35E-15
PA0518,5.88E-13,4.12E-13,3.58E-13,6.71E-13,5.88E-13,4.12E-13,3.58E-13,6.71E-13,1.94E-13,1.94E-13,1.94E-13,5.66E-14,1.94E-13,1.94E-13,1.94E-13,1.94E-13,5.66E-14,5.66E-14,5.66E-14,5.66E-14,4.12E-13,4.12E-13,1.94E-13,1.94E-13,0.00E+00,0.00E+00,0.00E+00,5.66E-14,5.66E-14,1.94E-13,1.94E-13
PA0519,5.60E-15,3.97E-15,3.11E-15,7.93E-15,5.60E-15,3.97E-15,3.11E-15,7.93E-15,1.53E-15,1.53E-15,1.53E-15,1.28E-15,1.53E-15,1.53E-15,1.53E-15,1.53E-15,1.28E-15,1.28E-15,1.28E-15,1.28E-15,3.97E-15,3.97E-15,1.53E-15,1.53E-15,0.00E+00,0.00E+00,0.00E+00,1.28E-15,1.28E-15,1.53E-15,1.53E-15
PA0520,2.16E-15,1.87E-15,1.50E-15,3.20E-15,2.16E-15,1.87E-15,1.50E-15,3.20E-15,7.20E-16,7.20E-16,7.20E-16,2.21E-16,7.20E-16,7.20E-16,7.20E-16,7.20E-16,2.21E-16,2.21E-16,2.21E-16,2.21E-16,1.87E-15,1.87E-15,7.20E-16,7.20E-16,0.00E+00,0.00E+00,0.00E+00,2.21E-16,2.21E-16,7.20E-16,7.20E-16
PA0521,7.06E-14,4.86E-14,4.37E-14,7.78E-14,7.06E-14,4.86E-14,4.37E-14,7.78E-14,1.65E-14,1.65E-14,1.65E-14,1.73E-15,1.65E-14,1.65E-14,1.65E-14,1.65E-14,1.73E-15,1.73E-15,1.73E-15,1.73E-15,4.86E-14,4.86E-14,1.65E-14,1.65E-14,0.00E+00,0.00E+00,0.00E+00,1.73E-15,1.73E-15,1.65E-14,1.65E-14
PA0601,9.68E-16,3.02E-15,2.57E-15,5.86E-15,9.68E-16,3.02E-15,2.57E-15,5.86E-15,7.88E-16,7.88E-16,7.88E-16,7.04E-16,7.88E-16,7.88E-16,7.88E-16,7.88E-16,7.04E-16,7.04E-16,7.04E-16,7.04E-16,3.02E-15,3.02E-15,7.88E-16,7.88E-16,0.00E+00,0.00E+00,0.00E+00,7.04E-16,7.04E-16,7.88E-16,7.88E-16
PA0602,NA,NA,4.81E-17,1.01E-16,NA,NA,4.81E-17,1.01E-16,2.06E-17,2.06E-17,2.06E-17,2.40E-18,2.06E-17,2.06E-17,2.06E-17,2.06E-17,2.40E-18,2.40E-18,2.40E-18,2.40E-18,NA,NA,2.06E-17,2.06E-17,0.00E+00,0.00E+00,0.00E+00,2.40E-18,2.40E-18,2.06E-17,2.06E-17
PA0603,2.65E-15,3.84E-15,5.53E-15,1.04E-14,2.65E-15,3.84E-15,5.53E-15,1.04E-14,1.18E-15,1.18E-15,1.18E-15,1.07E-15,1.18E-15,1.18E-15,1.18E-15,1.18E-15,1.07E-15,1.07E-15,1.07E-15,1.07E-15,3.84E-15,3.84E-15,1.18E-15,1.18E-15,0.00E+00,0.00E+00,0.00E+00,1.07E-15,1.07E-15,1.18E-15,1.18E-15
PA0604,NA,NA,2.84E-15,NA,NA,NA,2.84E-15,NA,9.24E-16,9.24E-16,9.24E-16,7.83E-16,9.24E-16,9.24E-16,9.24E-16,9.24E-16,7.83E-16,7.83E-16,7.83E-16,7.83E-16,NA,NA,9.24E-16,9.24E-16,0.00E+00,0.00E+00,0.00E+00,7.83E-16,7.83E-16,9.24E-16,9.24E-16
PA0605,NA,NA,3.58E-15,5.44E-15,NA,NA,3.58E-15,5.44E-15,8.75E-16,8.75E-16,8.75E-16,2.35E-16,8.75E-16,8.75E-16,8.75E-16,8.75E-16,2.35E-16,2.35E-16,2.35E-16,2.35E-16,NA,NA,8.75E-16,8.75E-16,0.00E+00,0.00E+00,0.00E+00,2.35E-16,2.35E-16,8.75E-16,8.75E-16
PA0606,3.42E-15,4.67E-15,3.91E-15,1.10E-14,3.42E-15,4.67E-15,3.91E-15,1.10E-14,1.75E-15,1.75E-15,1.75E-15,1.59E-15,1.75E-15,1.75E-15,1.75E-15,1.75E-15,1.59E-15,1.59E-15,1.59E-15,1.59E-15,4.67E-15,4.67E-15,1.75E-15,1.75E-15,0.00E+00,0.00E+00,0.00E+00,1.59E-15,1.59E-15,1.75E-15,1.75E-15
PA0607,6.56E-15,6.46E-15,2.66E-15,1.92E-14,6.56E-15,6.46E-15,2.66E-15,1.92E-14,2.92E-15,2.92E-15,2.92E-15,4.07E-15,2.92E-15,2.92E-15,2.92E-15,2.92E-15,4.07E-15,4.07E-15,4.07E-15,4.07E-15,6.46E-15,6.46E-15,2.92E-15,2.92E-15,0.00E+00,0.00E+00,0.00E+00,4.07E-15,4.07E-15,2.92E-15,2.92E-15
PA0608,1.24E-15,3.58E-15,1.58E-15,6.82E-15,1.24E-15,3.58E-15,1.58E-15,6.82E-15,1.07E-15,1.07E-15,1.07E-15,1.03E-15,1.07E-15,1.07E-15,1.07E-15,1.07E-15,1.03E-15,1.03E-15,1.03E-15,1.03E-15,3.58E-15,3.58E-15,1.07E-15,1.07E-15,0.00E+00,0.00E+00,0.00E+00,1.03E-15,1.03E-15,1.07E-15,1.07E-15
PA0609,2.24E-15,3.75E-15,3.60E-15,8.39E-15,2.24E-15,3.75E-15,3.60E-15,8.39E-15,1.24E-15,1.24E-15,1.24E-15,9.65E-16,1.24E-15,1.24E-15,1.24E-15,1.24E-15,9.65E-16,9.65E-16,9.65E-16,9.65E-16,3.75E-15,3.75E-15,1.24E-15,1.24E-15,0.00E+00,0.00E+00,0.00E+00,9.65E-16,9.65E-16,1.24E-15,1.24E-15
PA0610,1.30E-15,3.88E-15,1.25E-15,7.24E-15,1.30E-15,3.88E-15,1.25E-15,7.24E-15,9.52E-16,9.52E-16,9.52E-16,1.11E-15,9.52E-16,9.52E-16,9.52E-16,9.52E-16,1.11E-15,1.11E-15,1.11E-15,1.11E-15,3.88E-15,3.88E-15,9.52E-16,9.52E-16,0.00E+00,0.00E+00,0.00E+00,1.11E-15,1.11E-15,9.52E-16,9.52E-16
PA0611,9.78E-16,3.10E-15,1.55E-15,5.64E-15,9.78E-16,3.10E-15,1.55E-15,5.64E-15,7.50E-16,7.50E-16,7.50E-16,7.82E-16,7.50E-16,7.50E-16,7.50E-16,7.50E-16,7.82E-16,7.82E-16,7.82E-16,7.82E-16,3.10E-15,3.10E-15,7.50E-16,7.50E-16,0.00E+00,0.00E+00,0.00E+00,7.82E-16,7.82E-16,7.50E-16,7.50E-16
PA0801,5.53E-14,3.89E-14,1.51E-14,5.52E-14,5.53E-14,3.89E-14,1.51E-14,5.52E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89E-14,3.89E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
PA0802,1.13E-14,5.30E-15,6.25E-15,1.55E-14,1.13E-14,5.30E-15,6.25E-15,1.55E-14,2.66E-15,2.66E-15,2.66E-15,1.25E-15,2.66E-15,2.66E-15,2.66E-15,2.66E-15,1.25E-15,1.25E-15,1.25E-15,1.25E-15,5.30E-15,5.30E-15,2.66E-15,2.66E-15,0.00E+00,0.00E+00,0.00E+00,1.25E-15,1.25E-15,2.66E-15,2.66E-15
PA0803,1.09E-13,7.85E-14,2.47E-14,1.04E-13,1.09E-13,7.85E-14,2.47E-14,1.04E-13,2.96E-14,2.96E-14,2.96E-14,1.32E-14,2.96E-14,2.96E-14,2.96E-14,2.96E-14,1.32E-14,1.32E-14,1.32E-14,1.32E-14,7.85E-14,7.85E-14,2.96E-14,2.96E-14,0.00E+00,0.00E+00,0.00E+00,1.32E-14,1.32E-14,2.96E-14,2.96E-14
PA0804,6.93E-15,3.71E-15,3.42E-15,9.18E-15,6.93E-15,3.71E-15,3.42E-15,9.18E-15,1.69E-15,1.69E-15,1.69E-15,8.26E-16,1.69E-15,1.69E-15,1.69E-15,1.69E-15,8.26E-16,8.26E-16,8.26E-16,8.26E-16,3.71E-15,3.71E-15,1.69E-15,1.69E-15,0.00E+00,0.00E+00,0.00E+00,8.26E-16,8.26E-16,1.69E-15,1.69E-15
PA0805,1.18E-13,8.09E-14,4.11E-14,1.26E-13,1.18E-13,8.09E-14,4.11E-14,1.26E-13,3.30E-14,3.30E-14,3.30E-14,1.28E-14,3.30E-14,3.30E-14,3.30E-14,3.30E-14,1.28E-14,1.28E-14,1.28E-14,1.28E-14,8.09E-14,8.09E-14,3.30E-14,3.30E-14,0.00E+00,0.00E+00,0.00E+00,1.28E-14,1.28E-14,3.30E-14,3.30E-14
PA0806,9.22E-15,5.30E-15,4.64E-15,1.23E-14,9.22E-15,5.30E-15,4.64E-15,1.23E-14,2.33E-15,2.33E-15,2.33E-15,7.28E-16,2.33E-15,2.33E-15,2.33E-15,2.33E-15,7.28E-16,7.28E-16,7.28E-16,7.28E-16,5.30E-15,5.30E-15,2.33E-15,2.33E-15,0.00E+00,0.00E+00,0.00E+00,7.28E-16,7.28E-16,2.33E-15,2.33E-15
PA0807,NA,NA,3.50E-15,1.17E-14,NA,NA,3.50E-15,1.17E-14,3.33E-15,3.33E-15,3.33E-15,6.76E-16,3.33E-15,3.33E-15,3.33E-15,3.33E-15,6.76E-16,6.76E-16,6.76E-16,6.76E-16,NA,NA,3.33E-15,3.33E-15,0.00E+00,0.00E+00,0.00E+00,6.76E-16,6.76E-16,3.33E-15,3.33E-15
PA0808,6.09E-14,4.13E-14,2.39E-14,7.13E-14,6.09E-14,4.13E-14,2.39E-14,7.13E-14,1.54E-14,1.54E-14,1.54E-14,2.52E-15,1.54E-14,1.54E-14,1.54E-14,1.54E-14,2.52E-15,2.52E-15,2.52E-15,2.52E-15,4.13E-14,4.13E-14,1.54E-14,1.54E-14,0.00E+00,0.00E+00,0.00E+00,2.52E-15,2.52E-15,1.54E-14,1.54E-14
PA0809,6.52E-15,4.63E-15,1.92E-15,7.46E-15,6.52E-15,4.63E-15,1.92E-15,7.46E-15,2.36E-15,2.36E-15,2.36E-15,1.04E-15,2.36E-15,2.36E-15,2.36E-15,2.36E-15,1.04E-15,1.04E-15,1.04E-15,1.04E-15,4.63E-15,4.63E-15,2.36E-15,2.36E-15,0.00E+00,0.00E+00,0.00E+00,1.04E-15,1.04E-15,2.36E-15,2.36E-15
PA0810,6.33E-15,4.18E-15,2.33E-15,7.59E-15,6.33E-15,4.18E-15,2.33E-15,7.59E-15,1.92E-15,1.92E-15,1.92E-15,6.47E-16,1.92E-15,1.92E-15,1.92E-15,1.92E-15,6.47E-16,6.47E-16,6.47E-16,6.47E-16,4.18E-15,4.18E-15,1.92E-15,1.92E-15,0.00E+00,0.00E+00,0.00E+00,6.47E-16,6.47E-16,1.92E-15,1.92E-15
PA0811,6.53E-15,4.15E-15,2.60E-15,8.06E-15,6.53E-15,4.15E-15,2.60E-15,8.06E-15,1.77E-15,1.77E-15,1.77E-15,5.03E-16,1.77E-15,1.77E-15,1.77E-15,1.77E-15,5.03E-16,5.03E-16,5.03E-16,5.03E-16,4.15E-15,4.15E-15,1.77E-15,1.77E-15,0.00E+00,0.00E+00,0.00E+00,5.03E-16,5.03E-16,1.77E-15,1.77E-15
PA0812,2.13E-14,1.16E-14,1.27E-14,2.91E-14,2.13E-14,1.16E-14,1.27E-14,2.91E-14,5.18E-15,5.18E-15,5.18E-15,1.87E-15,5.18E-15,5.18E-15,5.18E-15,5.18E-15,1.87E-15,1.87E-15,1.87E-15,1.87E-15,1.16E-14,1.16E-14,5.18E-15,5.18E-15,0.00E+00,0.00E+00,0.00E+00,1.87E-15,1.87E-15,5.18E-15,5.18E-15
PA0813,7.03E-15,4.69E-15,3.15E-15,9.29E-15,7.03E-15,4.69E-15,3.15E-15,9.29E-15,1.98E-15,1.98E-15,1.98E-15,5.23E-16,1.98E-15,1.98E-15,1.98E-15,1.98E-15,5.23E-16,5.23E-16,5.23E-16,5.23E-16,4.69E-15,4.69E-15,1.98E-15,1.98E-15,0.00E+00,0.00E+00,0.00E+00,5.23E-16,5.23E-16,1.98E-15,1.98E-15
PA0814,3.57E-14,2.47E-14,8.58E-15,3.42E-14,3.57E-14,2.47E-14,8.58E-15,3.42E-14,1.03E-14,1.03E-14,1.03E-14,4.32E-15,1.03E-14,1.03E-14,1.03E-14,1.03E-14,4.32E-15,4.32E-15,4.32E-15,4.32E-15,2.47E-14,2.47E-14,1.03E-14,1.03E-14,0.00E+00,0.00E+00,0.00E+00,4.32E-15,4.32E-15,1.03E-14,1.03E-14
PA0815,5.13E-15,3.08E-15,2.39E-15,6.85E-15,5.13E-15,3.08E-15,2.39E-15,6.85E-15,1.23E-15,1.23E-15,1.23E-15,6.21E-16,1.23E-15,1.23E-15,1.23E-15,1.23E-15,6.21E-16,6.21E-16,6.21E-16,6.21E-16,3.08E-15,3.08E-15,1.23E-15,1.23E-15,0.00E+00,0.00E+00,0.00E+00,6.21E-16,6.21E-16,1.23E-15,1.23E-15
PA0816,6.53E-15,4.19E-15,3.12E-15,8.77E-15,6.53E-15,4.19E-15,3.12E-15,8.77E-15,1.78E-15,1.78E-15,1.78E-15,4.14E-16,1.78E-15,1.78E-15,1.78E-15,1.78E-15,4.14E-16,4.14E-16,4.14E-16,4.14E-16,4.19E-15,4.19E-15,1.78E-15,1.78E-15,0.00E+00,0.00E+00,0.00E+00,4.14E-16,4.14E-16,1.78E-15,1.78E-15
PA0817,5.16E-15,3.31E-15,1.22E-15,5.86E-15,5.16E-15,3.31E-15,1.22E-15,5.86E-15,1.63E-15,1.63E-15,1.63E-15,9.71E-16,1.63E-15,1.63E-15,1.63E-15,1.63E-15,9.71E-16,9.71E-16,9.71E-16,9.71E-16,3.31E-15,3.31E-15,1.63E-15,1.63E-15,0.00E+00,0.00E+00,0.00E+00,9.71E-16,9.71E-16,1.63E-15,1.63E-15
PA0818,5.66E-14,3.79E-14,1.84E-14,6.08E-14,5.66E-14,3.79E-14,1.84E-14,6.08E-14,1.35E-14,1.35E-14,1.35E-14,2.07E-15,1.35E-14,1.35E-14,1.35E-14,1.35E-14,2.07E-15,2.07E-15,2.07E-15,2.07E-15,3.79E-14,3.79E-14,1.35E-14,1.35E-14,0.00E+00,0.00E+00,0.00E+00,2.07E-15,2.07E-15,1.35E-14,1.35E-14
PA0901,2.44E-14,1.56E-14,1.34E-14,2.46E-14,2.44E-14,1.56E-14,1.34E-14,2.46E-14,5.90E-15,5.90E-15,5.90E-15,1.90E-15,5.90E-15,5.90E-15,5.90E-15,5.90E-15,1.90E-15,1.90E-15,1.90E-15,1.90E-15,1.56E-14,1.56E-14,5.90E-15,5.90E-15,0.00E+00,0.00E+00,0.00E+00,1.90E-15,1.90E-15,5.90E-15,5.90E-15
PA0902,3.04E-14,2.20E-14,1.36E-14,2.92E-14,3.04E-14,2.20E-14,1.36E-14,2.92E-14,9.39E-15,9.39E-15,9.39E-15,3.36E-15,9.39E-15,9.39E-15,9.39E-15,9.39E-15,3.36E-15,3.36E-15,3.36E-15,3.36E-15,2.20E-14,2.20E-14,9.39E-15,9.39E-15,0.00E+00,0.00E+00,0.00E+00,3.36E-15,3.36E-15,9.39E-15,9.39E-15
PA0903,3.00E-14,2.05E-14,1.40E-14,2.91E-14,3.00E-14,2.05E-14,1.40E-14,2.91E-14,8.23E-15,8.23E-15,8.23E-15,2.58E-15,8.23E-15,8.23E-15,8.23E-15,8.23E-15,2.58E-15,2.58E-15,2.58E-15,2.58E-15,2.05E-14,2.05E-14,8.23E-15,8.23E-15,0.00E+00,0.00E+00,0.00E+00,2.58E-15,2.58E-15,8.23E-15,8.23E-15
PA0904,1.86E-14,8.77E-15,1.01E-14,2.72E-14,1.86E-14,8.77E-15,1.01E-14,2.72E-14,4.52E-15,4.52E-15,4.52E-15,2.06E-15,4.52E-15,4.52E-15,4.52E-15,4.52E-15,2.06E-15,2.06E-15,2.06E-15,2.06E-15,8.77E-15,8.77E-15,4.52E-15,4.52E-15,0.00E+00,0.00E+00,0.00E+00,2.06E-15,2.06E-15,4.52E-15,4.52E-15
PA0905,4.28E-15,2.67E-15,4.20E-15,6.35E-15,4.28E-15,2.67E-15,4.20E-15,6.35E-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67E-15,2.67E-15,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
PA0906,1.59E-14,8.88E-15,9.09E-15,2.20E-14,1.59E-14,8.88E-15,9.09E-15,2.20E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88E-15,8.88E-15,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
PA0907,3.11E-14,2.00E-14,1.56E-14,3.37E-14,3.11E-14,2.00E-14,1.56E-14,3.37E-14,8.78E-15,8.78E-15,8.78E-15,3.82E-15,8.78E-15,8.78E-15,8.78E-15,8.78E-15,3.82E-15,3.82E-15,3.82E-15,3.82E-15,2.00E-14,2.00E-14,8.78E-15,8.78E-15,0.00E+00,0.00E+00,0.00E+00,3.82E-15,3.82E-15,8.78E-15,8.78E-15
PA0908,1.14E-13,5.54E-14,4.60E-14,1.45E-13,1.14E-13,5.54E-14,4.60E-14,1.45E-13,2.86E-14,2.86E-14,2.86E-14,1.86E-14,2.86E-14,2.86E-14,2.86E-14,2.86E-14,1.86E-14,1.86E-14,1.86E-14,1.86E-14,5.54E-14,5.54E-14,2.86E-14,2.86E-14,0.00E+00,0.00E+00,0.00E+00,1.86E-14,1.86E-14,2.86E-14,2.86E-14
PA1001,7.00E-15,3.55E-15,6.50E-15,1.07E-14,7.00E-15,3.55E-15,6.50E-15,1.07E-14,3.86E-15,3.86E-15,3.86E-15,4.48E-16,3.86E-15,3.86E-15,3.86E-15,3.86E-15,4.48E-16,4.48E-16,4.48E-16,4.48E-16,3.55E-15,3.55E-15,3.86E-15,3.86E-15,0.00E+00,0.00E+00,0.00E+00,4.48E-16,4.48E-16,3.86E-15,3.86E-15
PA1002,5.35E-15,3.72E-15,5.58E-15,8.68E-15,5.35E-15,3.72E-15,5.58E-15,8.68E-15,4.12E-15,4.12E-15,4.12E-15,2.22E-16,4.12E-15,4.12E-15,4.12E-15,4.12E-15,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.72E-15,3.72E-15,4.12E-15,4.12E-15,0.00E+00,0.00E+00,0.00E+00,2.22E-16,2.22E-16,4.12E-15,4.12E-15
PA1003,1.11E-13,7.91E-14,9.05E-14,1.32E-13,1.11E-13,7.91E-14,9.05E-14,1.32E-13,8.82E-14,8.82E-14,8.82E-14,4.40E-15,8.82E-14,8.82E-14,8.82E-14,8.82E-14,4.40E-15,4.40E-15,4.40E-15,4.40E-15,7.91E-14,7.91E-14,8.82E-14,8.82E-14,0.00E+00,0.00E+00,0.00E+00,4.40E-15,4.40E-15,8.82E-14,8.82E-14
PA1004,2.45E-14,1.64E-14,1.89E-14,3.02E-14,2.45E-14,1.64E-14,1.89E-14,3.02E-14,2.01E-14,2.01E-14,2.01E-14,4.28E-16,2.01E-14,2.01E-14,2.01E-14,2.01E-14,4.28E-16,4.28E-16,4.28E-16,4.28E-16,1.64E-14,1.64E-14,2.01E-14,2.01E-14,0.00E+00,0.00E+00,0.00E+00,4.28E-16,4.28E-16,2.01E-14,2.01E-14
PA1005,2.09E-14,1.38E-14,1.85E-14,NA,2.09E-14,1.38E-14,1.85E-14,NA,1.61E-14,1.61E-14,1.61E-14,6.20E-16,1.61E-14,1.61E-14,1.61E-14,1.61E-14,6.20E-16,6.20E-16,6.20E-16,6.20E-16,1.38E-14,1.38E-14,1.61E-14,1.61E-14,0.00E+00,0.00E+00,0.00E+00,6.20E-16,6.20E-16,1.61E-14,1.61E-14
PA1006,1.58E-14,6.15E-15,1.75E-14,2.77E-14,1.58E-14,6.15E-15,1.75E-14,2.77E-14,6.54E-15,6.54E-15,6.54E-15,8.35E-16,6.54E-15,6.54E-15,6.54E-15,6.54E-15,8.35E-16,8.35E-16,8.35E-16,8.35E-16,6.15E-15,6.15E-15,6.54E-15,6.54E-15,0.00E+00,0.00E+00,0.00E+00,8.35E-16,8.35E-16,6.54E-15,6.54E-15
PA1007,6.00E-15,4.13E-15,5.05E-15,NA,6.00E-15,4.13E-15,5.05E-15,NA,4.24E-15,4.24E-15,4.24E-15,2.53E-16,4.24E-15,4.24E-15,4.24E-15,4.24E-15,2.53E-16,2.53E-16,2.53E-16,2.53E-16,4.13E-15,4.13E-15,4.24E-15,4.24E-15,0.00E+00,0.00E+00,0.00E+00,2.53E-16,2.53E-16,4.24E-15,4.24E-15
PA1008,9.44E-14,6.04E-14,7.07E-14,1.01E-13,9.44E-14,6.04E-14,7.07E-14,1.01E-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04E-14,6.04E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
PA1009,1.74E-14,1.28E-14,1.55E-14,2.16E-14,1.74E-14,1.28E-14,1.55E-14,2.16E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28E-14,1.28E-14,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
PA1010,1.20E-13,8.68E-14,9.28E-14,NA,1.20E-13,8.68E-14,9.28E-14,NA,9.09E-14,9.09E-14,9.09E-14,5.34E-15,9.09E-14,9.09E-14,9.09E-14,9.09E-14,5.34E-15,5.34E-15,5.34E-15,5.34E-15,8.68E-14,8.68E-14,9.09E-14,9.09E-14,0.00E+00,0.00E+00,0.00E+00,5.34E-15,5.34E-15,9.09E-14,9.09E-14
PA1011,5.26E-15,3.29E-15,5.36E-15,NA,5.26E-15,3.29E-15,5.36E-15,NA,3.63E-15,3.63E-15,3.63E-15,2.04E-16,3.63E-15,3.63E-15,3.63E-15,3.63E-15,2.04E-16,2.04E-16,2.04E-16,2.04E-16,3.29E-15,3.29E-15,3.63E-15,3.63E-15,0.00E+00,0.00E+00,0.00E+00,2.04E-16,2.04E-16,3.63E-15,3.63E-15
PA1012,1.02E-13,6.82E-14,8.39E-14,1.19E-13,1.02E-13,6.82E-14,8.39E-14,1.19E-13,8.50E-14,8.50E-14,8.50E-14,3.32E-15,8.50E-14,8.50E-14,8.50E-14,8.50E-14,3.32E-15,3.32E-15,3.32E-15,3.32E-15,6.82E-14,6.82E-14,8.50E-14,8.50E-14,0.00E+00,0.00E+00,0.00E+00,3.32E-15,3.32E-15,8.50E-14,8.50E-14
PA1013,8.85E-15,5.89E-15,6.98E-15,1.25E-14,8.85E-15,5.89E-15,6.98E-15,1.25E-14,5.69E-15,5.69E-15,5.69E-15,5.32E-16,5.69E-15,5.69E-15,5.69E-15,5.69E-15,5.32E-16,5.32E-16,5.32E-16,5.32E-16,5.89E-15,5.89E-15,5.69E-15,5.69E-15,0.00E+00,0.00E+00,0.00E+00,5.32E-16,5.32E-16,5.69E-15,5.69E-15
PA1014,4.76E-14,3.28E-14,4.25E-14,5.71E-14,4.76E-14,3.28E-14,4.25E-14,5.71E-14,4.08E-14,4.08E-14,4.08E-14,4.36E-16,4.08E-14,4.08E-14,4.08E-14,4.08E-14,4.36E-16,4.36E-16,4.36E-16,4.36E-16,3.28E-14,3.28E-14,4.08E-14,4.08E-14,0.00E+00,0.00E+00,0.00E+00,4.36E-16,4.36E-16,4.08E-14,4.08E-14
PA1015,6.86E-15,4.39E-15,7.15E-15,NA,6.86E-15,4.39E-15,7.15E-15,NA,4.66E-15,4.66E-15,4.66E-15,3.18E-16,4.66E-15,4.66E-15,4.66E-15,4.66E-15,3.18E-16,3.18E-16,3.18E-16,3.18E-16,4.39E-15,4.39E-15,4.66E-15,4.66E-15,0.00E+00,0.00E+00,0.00E+00,3.18E-16,3.18E-16,4.66E-15,4.66E-15
PA1016,3.49E-15,2.52E-15,3.06E-15,NA,3.49E-15,2.52E-15,3.06E-15,NA,2.91E-15,2.91E-15,2.91E-15,4.01E-16,2.91E-15,2.91E-15,2.91E-15,2.91E-15,4.01E-16,4.01E-16,4.01E-16,4.01E-16,2.52E-15,2.52E-15,2.91E-15,2.91E-15,0.00E+00,0.00E+00,0.00E+00,4.01E-16,4.01E-16,2.91E-15,2.91E-15
